Poverb,Tag
По пьяной лавочке все сойдет.,Пьяница
По работе еда вкусней.,Еда
"По работе и плата, по товару и цена.",Работа
По работе и работника знать.,Праздность
По работе и работника знают.,Работа
По рогоже золотом не шьют.,Шитье
По родимой сторонке сердце поет.,Родина
"По рублю ступает, рубль подымает, на полтину глядит, сто рублей говорит.",Ловкач
По рубцу и рану знать.,Рана
По семенам и всходы.,Семена
По семени и плод.,Племя
"По семени плод: что посеяно, то и вырастает.",Сев
По следу до всего доходят.,След
"По службе нет «не могу», по службе есть «слушаюсь».",Служба
"По службе — ни друга, ни недруга.",Служба
По соломе жита не узнаешь.,"Солома, Уборка [урожая]"
"По соломинке сноп, по снопишку — копнишка, из копен — стог.",Солома
"По справкам бедный, а по делам вредный.","Кулак, Плут"
"По старой памяти, что по грамоте.",Память
"По счету последний, по важности первый.",Последнее
По твоим делам о тебе судят.,Дело
По товарищам и слава.,"Слава, Товарищ"
По труду и доход.,Доход
"По усам текло, а в рот не попало.","Рот, Угощение"
По уставу жить — легче служить.,Устав
По уши в грязи да так и сидит.,Грязь
По уши в дерьме.,Уши
По хозяину и собаке честь.,Собака
По чаям ходить — добру не быть.,Чай
"По чужим карманам не ищи, а свои береги.",Чужое
По чужим путям ходить не нам.,Путь
По чужим ранам да чужим салом мазать не убыточно.,Чужое
"По шубе зверя узнаешь, а человека не узнаешь.",Человек
По яблоку в день — и доктор ненадобен.,Яблоко
По яйцам пройдет — ни одного не раздавит.,Ловкач
"По-новому живем, по-новому и работаем.",Новое
По-суворовски штыком бейся яростно с врагом.,Штык
Побалуешь — избалуешься.,Баловство
"Победа в воздухе не вьется, а борьбою достается.",Победа
"Победа в воздухе не вьется, а руками достается.",Победа
Победа впереди — трус позади.,Трусость
Победа дается стойкому и отважному.,Отвага
Победа крылата: упустишь момент — и ее уже нет.,Победа
Победа любит старание.,"Победа, Старание"
Победа не валится готовенькой с неба.,Победа
Победа не дается без борьбы.,Победа
Победа не приходит от лежания.,Победа
Победа — доблести награда.,Доблесть
"Победа — не снег, сама на голову не падает.",Победа
Победа — спутник смелых и умелых.,Победа
Победили на войне — победим и в поле.,Победа
"Победит тот, кто не дрогнет.","Геройство, Мужество, Победа"
"Победит тот, у кого хватает выдержки.",Выдержка
Победителей не судят.,Победа
Победу дает отличная выучка и взаимная выручка.,"Выучка, Победа"
"Победу не ждать, а в бою одержать.",Победа
"Победу не ожидают, а догоняют.",Победа
Победы дело делай смело.,Победа
"Победы тот добьется, кто насмерть бьется.",Победа
"Побеждает тот, кто меньше себя жалеет.",Победа
"Побеждает тот, кто не дает себя запугать.",Победа
"Побеждает тот, кто смело вперед идет.",Победа
"Побеждает тот, у кого больше выдержки.",Победа
Побеждать без риска — побеждать без славы.,"Победа, Риск"
"Побежден тот, кто чувствует себя побежденным.",Победа
"Поблагодари хозяюшку за обед, хозяина — за привет.",Благодарность
"Побои мучат, а не учат.",Воспитание
"Побольше грамотных, поменьше дураков.",Грамота
Побранят и перестанут.,Брань
"Повадился козел в огород ходить, — как бы ему рогов не сломить.",Чужое
Повадился кувшин по воду — сломить ему голову.,Угроза
"Повадился, как мышь в короб.",Мышь
Повар и духом сыт бывает.,Повар
Повар и нюхая наестся.,Повар
"Повар на глаз стряпает, кухарка — на вкус.",Стряпуха
Повар с голода не умирает.,Повар
Повару — первый кусок.,Повар
Поверх плеши ума не пришьешь.,Плешь
"Повеселимся и спляшем, только пашню спашем.",Пашня
Повинную голову и меч не сечет.,"Милость, Раскаяние"
Повинную голову меч не сечет.,Голова
"Поводит июнь на работу, отобьет от плясок (песен) охоту.",Июнь
Повторенье — мать ученья.,Учение
Повторяй смело подвиг Гастелло.,Подвиг
"Погиб без славы, как орел двуглавый.",Слава
"Погибнет джигит — вернется его конь, погибнет конь — вернется его слава. (башк)",Джигит
Погладила меня судьба против шерсти.,Судьба
"Погляди, прежде чем прыгнуть.",Прыгать
"Поглядишь — картина, а разглядишь — скотина.",Наружность
"Погнался за ковригой, да ломоть потерял.",Жадность
"Погнался за ломтем, да без крохи остался.",Жадность
"Погнался за топорищем, да топор утопил.","Жадность, Погоня"
"Поговорка — цветочек, пословица — ягодка.","Пословица, Поговорка"
"Погода к осени дождливей, а люди к старости болтливей.",Старость
Погонишься за копейкой — рубль потеряешь.,Погоня
"Пограничный край не небесный рай, откуда хочешь врага ожидай.",Пограничник
"Пограничный край — не небесный рай, со всех сторон врага ожидай.",Бдительность
Погруженный в науки не ведает скуки.,Наука
Под большим деревом и гриб вольготнее растет.,Дерево
Под водой и на воде враг не спрячется нигде.,Враг
"Под всякую песню не подпляшешь, под всякие нравы не подладишь.",Необъятное
"Под гору вскачь, а как на гору хоть плачь.",Гора
"Под гору съедем, в гору ввезем, а по гладкому покатимся!",Гора
"Под клином плахе некуда деваться; и трещит, да колется.",Клин
Под лежачий камень и вода не течет.,"Бездеятельность, Забота, Лежать"
Под лежачую колоду вода не течет.,Работа
Под нашими снарядами враги ложатся грядами.,Снаряд
Под него иголки не подпустишь.,Игла
Под него иголочки не подпустишь.,Юркий
"Под носом взошло, а в голове и не посеяно.",Ум
"Под носом взошло, а в голове не посеяно.",Голова
"Подай палец, а за руку сам возьму.","Нахал, Пройдоха"
"Подал ручку, да подставил ножку.","Двуличный, Лесть, Подлость"
"Подальше от господ, будет меньше хлопот.",Баре
Подальше положишь — поближе возьмешь.,Находка
Подарил взгляд и рад.,Подарки
Подарил колечко и забрал сердечко.,Подарки
Подарил подарок — от свечи огарок.,Подарки
"Подаришь уехал в Париж, остался один купишь.",Подарки
Подарки глаза запорашивают.,Подарки
Подарки дарят — отдарков глядят.,Подарки
Подарки любят отдарки.,Подарки
Подарочек — не отдарочек.,Подарки
"Подвиг делает тот, кто вперед идет.",Подвиг
"Поделитесь, да не подеритесь.",Врозь
"Поджал хвост, что волк на псарне.",Пройдоха
"Поджигатели войны грозятся, да народа боятся.",Поджигатели
"Подкулачница Софья десять лет сохла — не пила, не ела, а все на колхоз шипела.",Кулак
Подлецу все к лицу.,Подлость
Подневольный что проданный.,Воля
Поднял морду и кочергой не достанешь.,Зазнайство
Поднятый колосок — колхозу хлеба мешок.,Потеря
"Поднять легко, да нести тяжело.",Ноша
"Подождем, а свое возьмем.",Ждать
Подпасок тот же пастух.,Пастух
Подстреленного сокола и ворона долбит.,Подстреленный
Подстреленного сокола и ворона носом долбит.,Сокол
Подстреленной вороне не за море лететь.,Подстреленный
Подстреленный заяц недалеко бежит.,Подстреленный
"Подумаешь, как чудно создан свет (А. Грибоедов).",Свет
"Подхалим в ноги кланяется, а за пятки кусает.",Подхалим
"Подхалим подобен кошке: спереди ласкает, а сзади царапает.",Подхалим
"Подхалима нечего учить, как начальству угодить.",Подхалим
Подшучивай сам над собой: здоровей смеяться будешь.,Шутка
"Поезжай на день, а бери хлеба на наделю.",Запас
"Поезжай скорее, так будет спорее.",Дорога
"Поел бы редьки, да зубы редки.",Редька
"Поел казак да и на бок, от того казак и гладок.",Праздность
"Поет мотивно, только слушать противно.",Песня
"Поет, точно за душу тянет.",Песня
"Поется там, где воля, холя и доля.",Песня
Поехала кума неведомо куда.,Кума
"Пожалев копейки, поплатишься рублем.",Алчность
"Пожалел волк кобылу — оставил хвост да, гриву.",Жалость
"Пожелали, пожевали и выплюнули.",Желание
"Поживем — увидим, а не увидим, так услышим.",Жизнь
"Поживем — шубу наживем, а не наживем — хоть скажем, что было нажито.",Шуба
Поживешь подольше — увидишь побольше.,Опытность
Поживешь подольше — узнаешь побольше.,Жизнь
"Поживешь с мое, да пожуешь с мое, так узнаешь с мое.",Опытность
"Поживешь с мое, так и узнаешь с мое.",Опытность
"Поживешь — увидишь, да и мне скажешь.",Жизнь
Поживи на свете — погляди чудес.,Чудо
"Поживи подольше, узнаешь побольше.",Жизнь
Позавидовал лысый плешивому.,Зависть
Позавидовал плешивый лысому.,"Алчность, Лысый"
Позавидовала кошка собачьему житью.,Зависть
Позднее раскаяние не спасает.,Раскаяние
"Позднее счастье, что поздний дождь, борозды не правит.",Счастье
Позднему гостю — кости.,Поздно
Поздний гость гложет и кость.,Гость
Поздний гость хуже горькой редьки.,Гость
Поздний посев у раннего не занимает.,Сев
"Поздний ребенок и в радость, и в тягость.",Дети
"Поздно беречь вино, когда бочка пуста.",Поздно
"Поздно встал, день пропал.",Время
"Поздно за хвост, коли за гриву не удержался.",Поздно
Поздно пришел — только кости нашел.,Запоздалое
Поздняя весна не обманет.,Весна
"Поздняя птичка глаза протрет, а ранняя уж песенку споет.",Сон
Позор перед Родиной хуже смерти.,Родина
Позор хуже смерти.,Позор
Позор — та же смерть.,Позор
"Пой лучше хорошо щегленком, чем худо соловьем.",Песня
"Пойду похожу, на добрых людей погляжу.",Праздность
Поймал щуку в руку.,Рыба
Пойти в науку — терпеть муку.,Наука
Пойти с козырной карты.,Карты
"Пока баба с печи летит, семьдесят семь дум передумает.",Пока
"Пока вырастут детки с пшеничный сноп, свалят батьку с мамкой с ног.",Дети
"Пока гром не грянет, мужик не перекрестится.","Мужик, Пока"
"Пока до нас дойдет закон, переврут со всех сторон.",Закон
"Пока едет до овина — дня половина, пока едет до гумна ужинать пора.",Медлительность
"Пока есть хлеб да вода — все не беда,",Пока
"Пока зерно в колоске, не засиживайся в холодке.",Уборка [урожая]
"Пока зерно в колоску, не задерживайся в холодку.",Зерно
"Пока искра в пепле, тогда и туши.",Искра
Пока колос в поле — трудись подоле.,Колос
"Пока колос в поле, трудись подоле.",Поле
"Пока ленивый разомнется, усердный с работы вернется.",Усердие
Пока молод — весел; старость придет — веселье на ум не пойдет.,Пока
"Пока мямля разувается, расторопный выпарится.",Расторопность
Пока не запряг — не нукай.,Пока
"Пока не знали — Иваном звали, а узнали — болваном нарекли.",Пока
"Пока один, сам себе — господин.",Один
"Пока повинуется рука, уничтожай врага.",Враг
Пока пуля в ружье — твоя рука владыка.,Пуля
"Пока солнце взойдет, роса очи повыест.",Пока
"Пока солнце не взошло, в лесу и гнилушка светится.",Пока
"Пока суд да дело, живи смело.",Суд
"Пока талант получат, век учат.","Талант, Учение"
"Пока толстый похудеет, из тощего дух вон.",Пока
"Пока трава подрастет, много воды утечет.","Медлительность, Пока, Трава"
"Пока трава растет, хилая лошадь околеет с голоду.",Хилый
"Пока холост — сын, а женился — свин.","Жениться, Холостой"
"Пока холостой — гуляй, пляши и пой.",Холостой
"Покажи мне своего друга, и я скажу, кто ты.",Друг
"Покажу, где раки зимуют.",Животные
Показать Кузькину мать.,Имена
"Поклонами лоб расшибешь, а упрямого не прошибешь.",Поклон
Поклонами сыт не будешь.,Привет
"Поклонишься, голова не отломится.",Поклон
Поклоном поясницы не переломишь.,"Вежливость, Ласка, Поклон"
"Поклонясь в ноги, да хвать за пятки.",Поклон
"Покой воду пьет, а беспокойство — мед.",Забота
"Покой пьет воду, а беспокойство — мед.",Праздность
"Поколе мямля разувается, расторопный выпарится.",Расторопность
"Поколь мямля разувается, расторопный выпарится.",Медлительность
Покормил калачом — да в спину кирпичом.,Лесть
"Покорнейше благодарю, не нюхаю и не курю.",Табак
Покорное слово гнев укрощает.,"Гнев, Покорность"
Покорному дитяти все кстати.,Покорность
"Покуда есть хлеб да вода, все не беда.",Хлеб
Покуда молод — потуда и дорог.,Молодость
Покумился — породнился.,Родня
"Покупай шубу крытую, а одежу шитую.",Шуба
"Покупатель дома похвалит, а продавец — в лавке.",Товар
"Покупать, так по сторонам не зевать: твои деньги, — твои и глаза.",Покупка
"Полбеды — человек отстал, две беды — догонять не хочет.",Отстать
"Поле глазасто, а лес ушаст.",Поле
Поле засевать — так у печи не дремать.,Поле
"Поле с огородом, человек с уговором.","Поле, Уговор"
Поле словами не засевают.,"Поле, Сев"
Поле труд любит.,Поле
"Ползет, как черепаха.","Животные, Медлительность"
"Ползком, где низко, тишком, где склизко.",Разведка
Поличное — первый свидетель.,Свидетель
"Полководец обсуждает со многими, но решает один.",Полководец
"Полна грудь орденов — значит, крепко бил врагов.",Награда
"Полно мотать, пора узел вязать.",Хвастовство
"Полно спать, пора на тот свет запасать (ироническая).",Запас
Полно шутить — сказал волк капкану — пусти лапу-то!,Волк
"Полно шутить,— сказал волк капкану, — отпусти лапу-то (И. Крылов).",Шутка
Положить зубки на полку.,Голод
Положить зубы на полку.,Зубы
Получил из тыла привет — вот боец и согрет.,"Боец, Письмо"
Получить дырку от бублика.,Дырки
"Полюби нас черненькими, а красненькими всякий полюбит.",Любовь
"Полюбит — шубу купит, не полюбит — последнюю слупит.",Любовь
"Полюбите нас черненькими, а чистенькими всяк полюбит.",Грязь
Полюбится сатана вместо ясного сокола.,Любовь
Полюбится сова лучше всякого сокола.,Сова
Поменьше говори — побольше услышишь.,Говорить
"Поменьше пей, свое имей.",Свое
Поменял сапоги на лапти.,Обмен
Помимо собаке на небо лаять.,Собака
"Помирать собирайся, а поле сей.",Смерть
"Помирать, так с музыкой!",Смерть
"Помирись с врагом, легче жить потом.",Враг
Помни день субботний: иди в баню.,Баня
"Помни дружбу, да не забывай службу.",Служба
Помни о нашей мести: убивай врага на месте.,Месть
Помни присягу свою: будь стойким в бою.,Присяга
"Помни своих, не забывай наших.","Память, Помнить"
"Помни три дела: ешь, учись, работай.",Три
"Помни, часовой: твой пост — рубеж передовой.",Часовой
Помнит свекровь свою молодость и снохе не верит.,"Недоверие, Свекровь"
"Помнит свинья полено, знает она, где поела.",Помнить
Помню добро твое и повек помнить стану.,Помнить
Помню присягу свою — не выдам тайны врагу.,Присяга
"Помогать тому, кому делать нечего.",Безделье
"Помоложе, так рублем подороже.",Молодость
Помрешь — ничего с собой не возьмешь.,Смерть
"Помучишься, так и научишься.",Наука
Помыл грешное тело — сделал великое дело.,Баня
"Помянешь и лето, как шубы нету.",Шуба
"Помяни соль, чтобы дали хлеба.",Хлеб
Понадеялся как на самого себя.,Надежда
"Понадеялся на авось, и дело сорвалось.",Авось
Понадеялся на прошлогодний снег.,Надежда
Понамучаяшься и понаучишься.,Учение
"Поневоле заяц бежит, когда лететь не на чем.",Заяц
"Поневоле конь гужи рвет, коли сила не берет.",Лошадь
"Понедельничай, да не бездельничай.",Безделье
"Понеслись ветерки с полуночи, ай да батюшка сентябрь.",Сентябрь
Понравился кобыле ременный кнут.,Нрав
"Понурая свинка, да глубокий корень роет.",Свинья
Поостережешься и уберешься.,Осторожность
Поп да дьяк в ручку глядят.,Поп
Поп да петух и натощак поют.,Курица
"Поп ждет покойника богатого, а судья — тягуна тороватого.",Поп
"Поп ждет покойника, а судья — разбойника.",Поп
Поп зазвонит — весь приход всполошит.,Поп
Поп и петух и не евши поют.,Поп
"Поп ищет большого прихода, а сам ждет, когда кто умрет.",Поп
"Поп любит блин, да чтоб не один.",Поп
"Поп мошной тряхнет, с любого подати возьмет.",Поп
Поп по карману молебен служит.,Поп
"Поп поет, кузнец кует, а солдат свою службу несет.",Поп
Поп с живого и мертвого дерет.,Поп
"Поп с кадилами, а черт с рогатиной.",Черт
"Поп свое, черт свое, а на молебен отдай.",Поп
"Поп — свое, черт — свое.",Черт
Попа и в рогоже знать: у батьки свои ухватки.,Поп
Попа и в рогоже узнают.,Наружность
Попа одним обедом не накормишь.,Поп
"Попадешь в плен, так тяни лямку, пока не выроют ямку.",Плен
Попадешься в руки — натерпишься муки.,Руки
"Попал в богатство, забыл и братство.",Попадать
"Попал в волчью стаю, так по-волчьи и вой.",Попадать
"Попал в собачью стаю, хоть не лай, а хвостом виляй.",Собака
"Попал в стаю, лай не лай, а хвостом виляй, где прыжком, где на корячках, когда скоком, а когда и боком.",Попадать
Попал к Варваре на расправу.,Попадать
Попал пальцем в небо.,"Небо, Попадать"
"Попал — хорошо, не попал — значит, плохо стрелял.",Стрельба
"Попал, как волк в овчарню.",Волк
"Попал, как кур в ощип.",Попадать
"Попал, как кур во щи.",Попадать
"Попала в колесо собака — пищит, да бежит.",Попадать
Попала ворона в большие хоромы.,Попадать
"Попала лиса в западню и говорит: хоть еще и рано, да придется переночевать.",Попадать
Попала птичка в клетку.,Птица
"Попалась ворона в сеть: послушаем, не станет ли петь.",Попадать
Попало зернышко под кованый жернов.,"Зерно, Попадать"
"Попался зверек, коль на рыльце пушок.",Попадать
"Попался, да отмотался.",Попадать
"Попался, как ворона в суп.",Попадать
"Попался, который кусался.",Попадать
"Попаришь, так и из дуба ободья гнешь, а не пропарив, и вяз надломишь.",Гнуть
Попасть пальцем в небо.,Руки
"Попей кваску, разгони тоску.",Квас
Поперек себя не перепрыгнешь.,Невозможное
"Поплатился не сват, а тот, кто виноват.",Вина
"Поповские глаза завидущи, руки загребущи.",Поп
Поповский норов себе норовит.,Поп
"Поповского пуза не набьешь, не наполнишь.",Поп
Поповское брюхо из семи овчин сшито.,Поп
Попу да вору отведи хоть золотую гору — все мало.,Поп
"Попу — куницу, дьякону — лисицу, пономарю-горюну — серого зайка, а просвирне-хлопушке — заячьи ушки.",Поп
"Попу, что сноп, что стог, все мало.",Поп
"Попы поют над мертвыми, а комары над живыми.",Поп
"Попы поют над мертвыми, комары над живыми.",Комар
"Попытка не пытка, спрос не беда.",Торговля
"Попытка — не пытка, а спрос — не беда.",Спрос
Попытка — не пытка.,Охота
Пора гостям и честь знать.,Пора
Пора да время дороже золота.,"Время, Пора"
Пора деньгу кует.,Пора
Пора и стыд знать.,Стыд
Пора на пору не приходится.,Пора
Пора на ум наводит.,Пора
"Пора придет, и вода пойдет.",Пора
"Пора спать, коли некого ждать.",Ждать
Пора холод запасать — когда март на дворе.,Март
"Пора что гора: скатишься, так оглянешься.",Пора
"Пора что туча: и набежит, и пробежит, и опять найдет.",Пора
"Пора, что железо: куй, поколе кипит.",Пора
"Пора, что туча: набежит и пробежит.",Пора
Поработает бригада с душой — будет урожай большой.,Бригадир
"Поработаешь до поту, пообедаешь в охоту.",Еда
"Поработаешь до поту, так и поешь в охоту.",Еда
Пораскинешь умом — возьмешь врага живьем.,Ум
Пораскинь умом — возьмешь врага живьем.,Смекалка
Порет горячку и сам за собой не поспеет.,Суетливость
Порой и реки текут горой.,Пора
"Порой с водой, часом с квасом.",Пора
"Поросенка хоть мой, хоть не мой, а он все в грязь лезет.",Свинья
Поросенок только на блюде не хрюкает.,Свинья
"Порох сухим держи, береги родные рубежи.",Подготовленность
Порошею зверя следят.,Пороша
Порою и хлеб с водою.,Пора
"Портниха подгадит, утюг разгладит.",Одежда
"Портной Данило что ни шьет, то гнило.","Бракодел, Портной"
Портной Проня шьет да поря.,Портной
"Портной без штанов, сапожник без сапог, а плотник без дверей.",Портной
Портной изгадит — утюг загладит.,Портной
"Порядком стоит дом, а непорядком — содом.",Хозяин
"Порядком стоит дом, непорядком — содом.",Порядок
Порядок бережет время.,"Дисциплина, Порядок"
Порядок в доме есть — хозяину честь.,Порядок
Порядок в роте — и старшина в почете.,"Порядок, Рота"
Порядок города держит.,Порядок
Порядок дела не портит.,Порядок
Порядок и согласие — первое в роте счастье.,Рота
Порядок и согласье — первое счастье.,Дисциплина
Порядок — душа всякого дела.,Порядок
Порядок — сила.,Порядок
Порядок — сила: бережет время.,Порядок
"Посади нахала у порога, а он под образа сам сядет.",Нахал
"Посади свинью за стол, она и ноги на стол.","Вежливость, Нахал, Свинья"
"Посадили блоху за ухо, да и чесаться не велят.",Блоха
Посадишь оглоблю — вырастет тарантас (шутка).,Сев
Посеешь в погоду — больше приплоду.,Сев
Посеешь в пору — соберешь зерна гору.,Сев
Посеешь в пору — соберешь зерна с гору.,Весна
Посеешь густо — не будет пусто.,Сев
Посеешь крупным зерном — будешь с хлебом и вином.,"Зерно, Сев"
Посей добрым зерном — соберешь хлеб бугром.,"Зерно, Сев"
"Поселись там, где поют.",Песня
"Посердишься — перестанешь, а любить начнешь и конца не найдешь.",Любовь
Посеяла баба репку — выросла бузина.,Сев
"Посеяно из лукошка, так и выросло немножко.",Сев
"Посеяно, так вырастет.",Сев
"Посиди у моря, да подожди погоды.",Ждать
"Посильна беда со смехом, непосильна со слезами.",Беда
"Поскользнувшись — падают, опершись — встают. (тувин)",Опора
Поскупился на гривну — потерял рубль.,Скупость
Послал Бог свекровушку на мою головушку.,Родня
"Послан для порядка, а воротился пьян.",Алкоголизм
Послать к чертовой бабушке на оладушки.,Черт
"После грозы вёдро, после горя радость.",Горе
"После грозы дождь, после вёдра ненастье.",Дождь
"После грозы — вёдро, после горя — радость.",После
После дела за советом не ходят.,"Запоздалое, После, Совет, Упущенное"
После дела и гулять хорошо.,После
После дела и ложки просты (пусты).,После
После дела и погулять хорошо.,Отдых
После дождика в четверг.,После
После дождичка будет солнышко.,После
После дождичка в четверг.,"Гроза, Отказ"
"После дождя солнце печет, после лжи стыд жжет.",Стыд
После драки кулаками не машут.,"Драка, Запоздалое, После"
После кражи коров ворота запирать бесполезно.,Опоздание
После ненастья и вёдро бывает.,После
После октября летом не пахнет.,Октябрь
После победы вновь поднимаем новь.,Победа
После поры не точат топоры.,"Опоздание, После, Пора"
После работы еда вкуснее.,После
После рати много храбрых.,"После, Похвальба, Храбрость"
После свадьбы в барабаны не бьют.,После
После свадьбы всякий тысяцкий.,Свадьба
"После скобеля топором, после поготенчика онучей.",Бестолковость
После сладкого не захочешь горького.,После
После смерти нет покаянья.,Смерть
После смерти покаянья нет.,После
После смеха бывают слезы.,Смех
"После солнцеворота хоть на воробьиный скок, а прибудет дня.",Декабрь
"После суда поздно плакать, а после свадьбы мужа выбирать.",Свадьба
После удачного боя каша вкуснее.,Бой
"После ужина горчица, после скобеля — топором.",После
"После ужина горчица, что после скобеля топор.",Запоздалое
После хлеба-соли обед сном золотят.,После
"После цвета — налив, после жизни — смерть.",После
Последнего и собаки рвут.,Последнее
Последнего не вспоминают.,Последнее
Последний смех лучше первого.,Последнее
Последнюю копейку ребром не ставят.,Последнее
"Последнюю корову продай, а попу деньги отдай.",Последнее
"Последнюю юбочку заложить, а маслену проводить.",Последнее
Последняя жена только у попа.,Поп
Последняя копейка ребром скачет.,Деньги
Последняя спица в колеснице.,Последнее
Последняя удача лучше первой.,Последнее
"Пословица ведется, как изба веником метется.",Пословица
Пословица вовек не сломится.,Пословица
Пословица всем делам помощница.,Пословица
"Пословица груба, да в ней правда люба.",Пословица
Пословица да присказка беседу красят.,Пословица
Пословица к слову молвится.,Пословица
Пословица не даром молвится.,Пословица
"Пословица не клинок, а колет в бок.",Пословица
Пословица не мимо молвится.,Пословица
Пословица не на ветер молвите.,Пословица
Пословица не на ветер молвится.,Пословица
Пословица не недаром (к слову) молвится.,Пословица
"Пословица не покорница, а с нею — добро.",Пословица
"Пословица не укор, а почешется и вор.",Пословица
Пословица неспроста молвится.,Пословица
Пословица несудима.,Пословица
Пословица плодуща и живуща.,Пословица
Пословица — краса речи.,Пословица
Пословица — мудрость народа.,Пословица
"Пословицами на базаре не торгуют, а всем они нужны.",Пословица
Пословицы на кривой не объедешь.,Пословица
"Пословицы ни обойти, ни объехать.",Пословица
Послушному сыну отцов приказ не в тягость.,"Воспитание, Слушаться"
Послушному сыну отцов приказ не ломит спину.,Сын
Послушному сыну родительский приказ не тягостен.,Дети
"Посмеялся бы над дурнем, кабы не свой.",Смех
"Посоветовал козлу баран, да и сам в беду попал.",Совет
Поспешай медленно.,Быстрый
"Поспешай, да не торопись.",Поспешность
Поспешишь — людей насмешишь.,"Быстрый, Поспешность, Торопливость"
"Поспешишь — упадешь, последним придешь.",Поспешность
Поспешность нужна только блох ловить.,Поспешность
Поспешность хороша при ловле блох.,Быстрый
"Пост не мост, можно и объехать.",Поститься
Пост охраняй — рот не разевай.,Пост
"Постился, постился — обессилел, да и с печки скатился.",Поститься
"Постится щука, а пескарь не дремли.",Поститься
"Постится щука, да зубы целы.",Поститься
Постоим горой за свой край родной.,Родина
"Постригся кот, намылся кот, а все тот же кот.",Лицемерие
Построили канал — свет засиял.,Строительство
Посудка чистоту любит.,Чистота
Посулами богат не будешь.,Сулить
Посулами не разживешься.,Сулить
Посуленная лошадь не везет.,Сулить
Посуленное вилами на воде писано.,Сулить
"Посулил барин шубу, да не дал: слово его тепло греет.",Сулить
"Посулил сапоги, а дает пироги.",Сулить
"Посулил, да отступил.",Сулить
Посулили и забыли.,Обещание
Посулить — не дать.,Сулить
Посылай пулю в погоню.,Пуля
"Пот ключом льет, а жнец свое берет.",Жатва
Пот на спине — так и хлеб на столе.,Труд
Пот по спине — так и хлеб на столе.,Хлеб
"Пот тебе рука, что изо ржи будет мука.",Рожь
Потачка и доброго человека портит.,Потачка
Потачка и собачку портит.,Потачка
Потачки и родному брату не давай.,Потачка
Потемщики света не ищут.,Свет
"Потерявши голову, не найдешь.",Потеря
Потерявши мех и на батьку с маткой грех.,Потеря
Потерял минуту — потеряешь и час.,Час
Потерял честь свою хмелем.,Хмель
"Потерялась у Цыгана кобыла. С ног сбился искавши. И дал Цыган обет Богу: «Коль найдётся кобыла, поставлю в церковь пудовую свечу.»
Ап кобыла и нашлась. Схватил Цыган кнут и давай её стегать. Стегает кобылу да приговаривает: «Проклятая! Где столько блыкалась — Я из-за тебя чуть Богу пудовою свечу не поставил!»",Обман
"Потеряли колесо, давай спасать дырку.",Бесхозяйственность
Потерянного времени не догонишь.,Время
Потерянное доверие не скоро найдешь.,Доверие
"Потому и богат, что скуповат.",Скупость
"Потому и на мушку попался, что не окопался.",Окоп
"Потому и надои разные: у одной доярки стойла чистые, у другой грязные.",Доярка
